,Number,HouseCount,HomeCount,Population,h,z,StreetNubmer,Area,node,AreaCode,StreetID,nodeCount
699,700,2,108,336,42.16475,46.21166667,D0054,绿园区,4347,3,248,7
700,701,4,120,373,38.50225,47.39166667,D0054,绿园区,3948,3,248,7
701,702,14,414,863,47.70925,54.74033333,D0018,绿园区,4855,3,212,5
702,703,4,148,335,42.835,46.39666667,D0026,绿园区,4347,3,220,2
703,704,4,143,444,39.86225,46.93133333,D0054,绿园区,4047,3,248,7
704,705,3,312,651,47.88375,44.97266667,D0004,绿园区,4845,3,198,3
705,706,3,288,737,49.05525,47.89233333,D0034,绿园区,5048,3,228,3
706,707,2,164,400,48.22775,46.55633333,D0029,绿园区,4947,3,223,3
707,708,20,1053,2379,48.798,49.73633333,D0036,绿园区,4950,3,230,10
708,709,5,303,685,43.92475,52.18033333,D0036,绿园区,4453,3,230,10
709,710,2,180,376,49.0415,50.28066667,D0018,绿园区,5051,3,212,5
710,711,9,574,1297,44.40025,54.396,D0036,绿园区,4555,3,230,10
711,712,5,401,836,47.035,53.45466667,D0018,绿园区,4854,3,212,5
712,713,7,478,1158,46.556999999999995,57.35133333,D0001,绿园区,4758,3,195,1
713,714,2,150,338,48.54425,50.498999999999995,D0036,绿园区,4951,3,230,10
714,715,5,224,461,43.18125,51.41566667,D0009,绿园区,4452,3,203,10
715,716,15,662,1579,34.186,59.42633333,D0043,绿园区,3560,3,237,2
716,717,14,723,1487,34.07625,51.62566667,D0009,绿园区,3552,3,203,10
717,718,12,999,2284,29.758000000000003,45.55,D0057,绿园区,3046,3,251,2
718,719,7,390,802,42.068000000000005,48.85766667,D0009,绿园区,4349,3,203,10
719,720,5,210,653,38.391999999999996,48.46,D0054,绿园区,3949,3,248,7
720,721,4,951,2321,47.70975,51.87433333,D0029,绿园区,4852,3,223,3
721,722,22,2635,6792,58.87725,20.30733333,B0032,南关区,5921,1,100,10
722,723,4,944,2033,53.2295,15.72,B0037,南关区,5416,1,105,8
723,724,11,1294,4657,47.00275,15.96,B0034,南关区,4816,1,102,10
724,725,10,1556,4010,58.04325,20.37033333,B0032,南关区,5921,1,100,10
725,726,51,1900,3996,61.0925,28.23733333,B0030,南关区,6229,1,98,7
726,727,23,1708,3593,61.0685,28.92033333,B0030,南关区,6229,1,98,7
727,728,17,3749,11619,64.24525,51.30166667,B0059,南关区,6552,1,127,1
728,729,7,820,2952,48.184,17.131,B0034,南关区,4918,1,102,10
729,730,9,1026,3693,47.98375,17.64266667,B0034,南关区,4818,1,102,10
730,731,38,1264,2589,58.717,29.45033333,B0031,南关区,5930,1,99,2
731,732,111,4331,8874,58.24575,26.51266667,B0031,南关区,5927,1,99,2
732,733,12,1211,3572,44.523999999999994,15.18066667,B0068,南关区,4516,1,136,5
733,734,8,704,1823,62.71325,47.91733333,B0026,南关区,6348,1,94,2
734,735,12,1310,2821,53.8125,13.76533333,B0037,南关区,5414,1,105,8
735,736,33,4154,8543,61.383,46.54566667,B0028,南关区,6247,1,96,1
736,737,9,863,1858,54.49975,15.844000000000001,B0037,南关区,5516,1,105,8
737,738,36,1654,3389,59.00175,31.381,B0032,南关区,6032,1,100,10
738,739,4,855,1824,52.0875,22.01333333,B0060,南关区,5323,1,128,6
739,740,9,615,1593,62.6875,47.56866667,B0026,南关区,6348,1,94,2
740,741,11,1299,2748,53.8475,25.83,B0029,南关区,5426,1,97,4
741,742,9,452,951,63.2355,28.249000000000002,B0030,南关区,6429,1,98,7
742,743,46,3218,6704,63.07,45.26633333,B0006,南关区,6446,1,74,1
743,744,13,982,3535,46.068000000000005,15.052999999999999,B0034,南关区,4716,1,102,10
744,745,4,885,1905,52.3705,15.446,B0037,南关区,5316,1,105,8
745,746,12,1578,3761,60.36625,44.34566667,B0014,南关区,6145,1,82,1
746,747,12,1098,3952,48.4625,16.72766667,B0034,南关区,4917,1,102,10
747,748,45,2787,6034,58.8165,45.45166667,B0010,南关区,5946,1,78,1
748,749,42,3602,10083,61.184,42.87033333,B0003,南关区,6243,1,71,1
749,750,11,1520,4166,57.55125,29.741,B0002,南关区,5830,1,70,9
750,751,30,2798,6610,60.99975,44.88633333,B0017,南关区,6145,1,85,1
751,752,9,919,3308,45.30725,15.04866667,B0034,南关区,4616,1,102,10
752,753,7,1108,2364,52.63575,22.80233333,B0060,南关区,5323,1,128,6
753,754,9,956,2058,52.3965,14.13666667,B0037,南关区,5315,1,105,8
754,755,8,583,1256,53.06475,14.16266667,B0037,南关区,5415,1,105,8
755,756,7,495,1013,58.91875,41.16433333,B0018,南关区,5942,1,86,2
756,757,10,781,1681,53.79,15.01333333,B0037,南关区,5416,1,105,8
757,758,46,4612,15132,59.60875,46.636,B0001,南关区,6047,1,69,9
758,759,23,2049,4317,59.51425,44.19433333,B0005,南关区,6045,1,73,1
759,760,9,1043,2155,60.21325,42.55733333,B0019,南关区,6143,1,87,3
760,761,4,692,2490,50.979,17.442999999999998,B0034,南关区,5118,1,102,10
761,762,13,1168,2471,55.169,26.97433333,B0029,南关区,5627,1,97,4
762,763,41,3139,8203,63.02075,35.28866667,B0001,南关区,6436,1,69,9
763,764,13,2647,5601,55.035,26.23,B0029,南关区,5627,1,97,4
764,765,9,875,2632,63.04325,48.375,B0025,南关区,6449,1,93,1
765,766,7,1683,3540,64.125,50.87366667,B0027,南关区,6551,1,95,2
766,767,5,366,1029,48.184,17.131,B0038,南关区,4918,1,106,1
767,768,19,1036,2179,61.261,29.956999999999997,B0030,南关区,6230,1,98,7
768,769,13,1078,2417,48.7465,20.308,B0065,南关区,4921,1,133,7
769,770,6,623,1606,60.5765,21.276999999999997,B0032,南关区,6122,1,100,10
770,771,38,1965,4018,56.76675,39.19433333,B0018,南关区,5740,1,86,2
771,772,5,678,1460,52.34425,15.68133333,B0037,南关区,5316,1,105,8
772,773,9,1274,3418,60.38975,42.15466667,B0023,南关区,6143,1,91,1
773,774,10,846,2863,63.724,47.097,B0052,南关区,6448,1,120,1
774,775,10,1013,3646,50.0955,13.195,B0034,南关区,5114,1,102,10
775,776,10,532,1119,62.503,28.129,B0030,南关区,6329,1,98,7
776,777,21,1690,3514,64.289,52.57,B0042,南关区,6553,1,110,1
777,778,13,1168,3011,58.535,28.31733333,B0032,南关区,5929,1,100,10
778,779,10,1235,3643,40.74,18.33666667,B0068,南关区,4119,1,136,5
779,780,3,501,1035,59.0965,40.424,B0019,南关区,6041,1,87,3
780,781,14,1108,3441,59.77975,45.101000000000006,B0013,南关区,6046,1,81,1
781,782,20,533,1128,55.38375,26.08366667,B0029,南关区,5627,1,97,4
782,783,8,776,1603,59.4,42.12466667,B0019,南关区,6043,1,87,3
783,784,18,1252,3925,57.4845,47.95033333,B0008,南关区,5848,1,76,1
784,785,8,398,1026,59.50625,28.52266667,B0032,南关区,6029,1,100,10
785,786,8,426,1374,56.80175,35.416,B0049,南关区,5736,1,117,8
786,787,16,1175,2367,53.8475,25.83,B0036,南关区,5426,1,104,5
787,788,11,884,3182,50.0845,15.09133333,B0034,南关区,5116,1,102,10
788,789,15,1116,4159,57.55275,42.071000000000005,B0007,南关区,5843,1,75,1
789,790,47,2819,6040,57.608999999999995,46.876000000000005,B0044,南关区,5847,1,112,1
790,791,4,297,625,63.7995,51.43533333,B0027,南关区,6452,1,95,2
791,792,11,371,1335,47.7525,18.67966667,B0034,南关区,4819,1,102,10
792,793,4,389,795,58.448,36.50666667,B0049,南关区,5937,1,117,8
793,794,25,2282,6226,58.52725,48.54166667,B0011,南关区,5949,1,79,1
794,795,4,419,881,59.3895,41.34333333,B0024,南关区,6042,1,92,3
795,796,14,882,1855,62.80575,30.866,B0030,南关区,6331,1,98,7
796,797,4,622,1327,50.7995,16.389,B0060,南关区,5117,1,128,6
797,798,1,596,2491,56.732,47.00333333,B0004,南关区,5748,1,72,1
798,799,32,2468,6833,58.184,43.40033333,B0022,南关区,5944,1,90,1
799,800,6,404,814,53.156000000000006,26.024,B0036,南关区,5427,1,104,5
800,801,3,307,791,58.57475,21.70666667,B0032,南关区,5922,1,100,10
801,802,10,582,1223,60.778999999999996,43.417,B0024,南关区,6144,1,92,3
802,803,16,2772,5628,64.12225,53.14633333,B0001,南关区,6554,1,69,9
803,804,37,1149,3002,62.68475,32.789,B0001,南关区,6333,1,69,9
804,805,15,958,2015,60.73725,30.607,B0030,南关区,6131,1,98,7
805,806,6,646,2003,61.478,46.24933333,B0016,南关区,6247,1,84,1
806,807,13,1169,2457,58.73275,41.56633333,B0024,南关区,5942,1,92,3
807,808,5,399,804,54.082,26.101999999999997,B0036,南关区,5527,1,104,5
808,809,7,513,1151,49.2925,12.4,B0065,南关区,5013,1,133,7
809,810,7,458,1180,59.00575,28.75466667,B0032,南关区,6029,1,100,10
810,811,9,494,1354,57.723,28.92866667,B0002,南关区,5829,1,70,9
811,812,12,803,2998,57.784,45.37566667,B0039,南关区,5846,1,107,1
812,813,6,593,1943,58.88,40.56833333,B0015,南关区,5941,1,83,1
813,814,13,1060,2770,61.903999999999996,34.556,B0001,南关区,6235,1,69,9
814,815,17,1305,2853,60.83075,48.74100000000001,B0012,南关区,6149,1,80,2
815,816,19,1833,4501,59.675,43.16666667,B0009,南关区,6044,1,77,1
816,817,12,902,2141,63.57475,48.45166667,B0054,南关区,6449,1,122,2
817,818,8,422,1346,60.7635,40.76966667,B0020,南关区,6141,1,88,2
818,819,5,515,1126,60.856,45.93366667,B0012,南关区,6146,1,80,2
819,820,5,598,1908,59.69275,41.523,B0020,南关区,6042,1,88,2
820,821,8,908,2036,48.36125,13.20366667,B0065,南关区,4914,1,133,7
821,822,9,753,1689,46.873000000000005,14.12833333,B0065,南关区,4715,1,133,7
822,823,5,595,1631,56.85025,30.65833333,B0002,南关区,5731,1,70,9
823,824,17,1067,2788,62.803000000000004,36.749,B0001,南关区,6337,1,69,9
824,825,4,233,667,55.748000000000005,25.55833333,B0033,南关区,5626,1,101,2
825,826,9,610,1229,54.64825,27.383000000000003,B0036,南关区,5528,1,104,5
826,827,8,768,1979,60.66,21.59266667,B0032,南关区,6122,1,100,10
827,828,1,333,1300,61.44175,46.14133333,B0043,南关区,6247,1,111,2
828,829,7,1853,4733,59.84175,48.36733333,B0021,南关区,6049,1,89,1
829,830,10,875,2286,63.38075,39.16133333,B0001,南关区,6440,1,69,9
830,831,7,541,1414,63.29675,38.66633333,B0001,南关区,6439,1,69,9
831,832,9,708,1825,59.6535,21.963,B0032,南关区,6022,1,100,10
832,833,1,99,387,63.35975,53.39933333,B0043,南关区,6454,1,111,2
833,834,2,280,597,50.961999999999996,17.20866667,B0060,南关区,5118,1,128,6
834,835,5,434,1128,57.406000000000006,43.26833333,B0040,南关区,5844,1,108,1
835,836,16,1314,3119,63.3475,41.18066667,B0054,南关区,6442,1,122,2
836,837,11,440,1206,56.9265,31.781999999999996,B0002,南关区,5732,1,70,9
837,838,1,142,366,59.74525,30.17566667,B0002,南关区,6031,1,70,9
838,839,10,632,2038,56.35425,33.75,B0049,南关区,5734,1,117,8
839,840,2,233,609,60.8405,42.01833333,B0001,南关区,6143,1,69,9
840,841,17,1477,3860,63.9025,48.83466667,B0056,南关区,6449,1,124,4
841,842,10,2059,5380,59.691,50.18366667,B0049,南关区,6051,1,117,8
842,843,16,1082,2827,63.184,46.74033333,B0056,南关区,6447,1,124,4
843,844,4,428,1521,57.9675,49.12133333,B0041,南关区,5850,1,109,1
844,845,9,618,1286,61.5525,40.77,B0057,南关区,6241,1,125,8
845,846,9,871,1822,63.21975,39.87466667,B0056,南关区,6440,1,124,4
846,847,20,493,1105,49.6935,20.04133333,B0065,南关区,5021,1,133,7
847,848,16,474,1011,50.9935,19.41666667,B0060,南关区,5120,1,128,6
848,849,21,1170,2435,63.61475,35.74833333,B0057,南关区,6436,1,125,8
849,850,6,467,1378,43.672,18.61066667,B0068,南关区,4419,1,136,5
850,851,1,47,129,59.2075,30.476999999999997,B0002,南关区,6031,1,70,9
851,852,1,120,329,58.28475,29.86866667,B0002,南关区,5930,1,70,9
852,853,7,558,1167,63.5545,47.26533333,B0056,南关区,6448,1,124,4
853,854,7,833,1743,62.88925,42.43166667,B0057,南关区,6343,1,125,8
854,855,8,291,939,58.8175,40.46,B0049,南关区,5941,1,117,8
855,856,4,291,586,54.15325,25.212,B0036,南关区,5526,1,104,5
856,857,9,547,1173,59.83975,21.05766667,B0064,南关区,6022,1,132,2
857,858,7,423,949,45.765,18.792,B0065,南关区,4619,1,133,7
858,859,7,500,1370,57.44675,30.38333333,B0002,南关区,5831,1,70,9
859,860,6,382,1232,60.36675,45.57766667,B0049,南关区,6146,1,117,8
860,861,18,1444,4657,58.68,46.31233333,B0049,南关区,5947,1,117,8
861,862,16,406,910,47.937,19.63966667,B0065,南关区,4820,1,133,7
862,863,17,840,2478,40.74,18.33666667,B0068,南关区,4119,1,136,5
863,864,7,278,762,60.19575,30.201999999999998,B0002,南关区,6131,1,70,9
864,865,3,296,619,62.653999999999996,42.513000000000005,B0057,南关区,6343,1,125,8
865,866,4,274,751,57.40925,28.75233333,B0048,南关区,5829,1,116,4
866,867,7,470,1516,58.3725,42.08,B0049,南关区,5943,1,117,8
867,868,7,209,617,43.68825,17.48133333,B0068,南关区,4418,1,136,5
868,869,10,722,2328,59.38525,44.89466667,B0045,南关区,6045,1,113,3
869,870,8,710,1478,61.33425,37.90866667,B0057,南关区,6238,1,125,8
870,871,13,708,2283,59.861000000000004,32.91966667,B0051,南关区,6033,1,119,9
871,872,5,407,918,57.33025,40.653,B0045,南关区,5841,1,113,3
872,873,5,414,958,59.9795,30.618000000000002,B0051,南关区,6031,1,119,9
873,874,6,866,1848,57.95,15.84066667,B0060,南关区,5816,1,128,6
874,875,4,682,1427,62.685,45.01933333,B0057,南关区,6346,1,125,8
875,876,7,373,776,62.46725,28.651999999999997,B0057,南关区,6329,1,125,8
876,877,4,578,1210,61.74875,44.64633333,B0057,南关区,6245,1,125,8
877,878,3,188,393,63.66125,38.492,B0058,南关区,6439,1,126,7
878,879,11,1582,3293,62.9275,46.301,B0058,南关区,6347,1,126,7
879,880,21,891,1854,61.083,35.01933333,B0051,南关区,6236,1,119,9
880,881,5,316,713,58.1115,41.757,B0045,南关区,5942,1,113,3
881,882,4,289,583,56.10175,24.355999999999998,B0061,南关区,5725,1,129,3
882,883,1,471,951,51.093,17.03233333,B0061,南关区,5218,1,129,3
883,884,11,1377,3105,60.97825,48.11933333,B0046,南关区,6149,1,114,1
884,885,11,352,773,59.08975,42.16866667,B0051,南关区,6043,1,119,9
885,886,9,737,2083,48.7465,20.308,B0067,南关区,4921,1,135,3
886,887,8,515,1132,57.90675,46.15566667,B0051,南关区,5847,1,119,9
887,888,6,171,345,50.968999999999994,15.82433333,B0061,南关区,5116,1,129,3
888,889,1,517,1558,61.87825,43.56133333,B0058,南关区,6244,1,126,7
889,890,8,279,613,60.09075,41.80533333,B0051,南关区,6142,1,119,9
890,891,3,352,1061,61.5525,41.66466667,B0058,南关区,6242,1,126,7
891,892,10,446,980,57.403,42.29333333,B0051,南关区,5843,1,119,9
892,893,9,358,829,56.715,41.783,B0051,南关区,5742,1,119,9
893,894,4,343,905,56.031000000000006,26.89033333,B0048,南关区,5727,1,116,4
894,895,9,349,921,56.995,30.291,B0048,南关区,5731,1,116,4
895,896,9,474,1097,58.49525,43.262,B0051,南关区,5944,1,119,9
896,897,4,328,989,62.49625,42.09933333,B0058,南关区,6343,1,126,7
897,898,9,504,1166,56.72075,41.53466667,B0047,南关区,5742,1,115,5
898,899,1,496,1148,56.87475,40.29633333,B0047,南关区,5741,1,115,5
899,900,21,1138,2634,58.55,43.974,B0047,南关区,5944,1,115,5
900,901,9,335,677,54.49975,15.844000000000001,B0062,南关区,5516,1,130,2
901,902,10,416,963,57.553999999999995,40.523,B0047,南关区,5841,1,115,5
902,903,6,482,1115,57.6575,41.255,B0047,南关区,5842,1,115,5
903,904,10,848,1962,61.07625,34.37433333,B0048,南关区,6235,1,116,4
904,905,5,321,734,56.7565,40.70633333,B0066,南关区,5741,1,134,6
905,906,2,289,661,59.66975,42.70133333,B0066,南关区,6043,1,134,6
906,907,6,155,353,49.2925,12.4,B0062,南关区,5013,1,130,2
907,908,6,321,734,57.55,42.09033333,B0066,南关区,5843,1,134,6
908,909,7,446,1019,58.2375,41.21033333,B0066,南关区,5942,1,134,6
909,910,15,480,1357,46.926,19.31933333,B0067,南关区,4720,1,135,3
910,911,8,510,1537,61.5905,35.453,B0058,南关区,6236,1,126,7
911,912,3,283,747,58.24825,28.201,B0066,南关区,5929,1,134,6
912,913,7,742,1592,62.38825,29.36233333,B0064,南关区,6330,1,132,2
913,914,7,565,1704,62.28325,37.57966667,B0058,南关区,6338,1,126,7
914,915,4,207,421,58.43,49.71333333,B0055,南关区,5950,1,123,1
915,916,2,246,741,64.55375,50.28033333,B0053,南关区,6551,1,121,1
916,917,1,512,1627,58.8345,43.81066667,B0066,南关区,5944,1,134,6
917,918,14,306,865,46.10125,19.24466667,B0067,南关区,4720,1,135,3
918,919,6,362,837,60.028999999999996,19.70966667,B0035,南关区,6120,1,103,1
919,920,8,738,1687,58.98825,42.316,B0050,南关区,5943,1,118,1
920,921,2,438,885,59.69175,44.042,B0063,南关区,6045,1,131,2
921,922,3,294,887,62.172,48.17266667,B0063,南关区,6349,1,131,2
922,923,6,220,630,54.59225,24.74166667,B0033,南关区,5525,1,101,2
923,924,10,998,3152,81.1755,41.35233333,G0007,经开区,8242,6,337,1
924,925,4,1460,3461,76.95175,28.307,G0025,经开区,7729,6,355,3
925,926,18,1932,4731,74.598,43.46866667,G0015,经开区,7544,6,345,1
926,927,10,1333,3011,67.058,34.474000000000004,G0029,经开区,6835,6,359,1
927,928,31,1765,3918,74.37425,42.40866667,G0018,经开区,7543,6,348,2
928,929,26,2190,6535,66.915,29.10866667,G0032,经开区,6730,6,362,1
929,930,21,2617,6705,78.18575,30.445999999999998,G0019,经开区,7931,6,349,5
930,931,10,932,2103,74.52675,32.81366667,G0014,经开区,7533,6,344,5
931,932,27,1696,5195,68.33925,31.20966667,G0031,经开区,6932,6,361,1
932,933,4,463,1045,74.35175,27.54733333,G0014,经开区,7528,6,344,5
933,934,3,821,2197,81.09575,42.207,G0012,经开区,8243,6,342,1
934,935,12,1283,3915,71.85425,32.15866667,G0038,经开区,7233,6,368,1
935,936,9,859,2294,84.06125,45.678000000000004,G0010,经开区,8546,6,340,9
936,937,5,583,1316,75.28,28.28433333,G0014,经开区,7629,6,344,5
937,938,3,335,749,76.21825,28.570999999999998,G0037,经开区,7729,6,367,5
938,939,3,422,872,82.01799999999999,41.81466667,G0011,经开区,8342,6,341,4
939,940,14,1089,3121,66.98975,32.618,G0030,经开区,6733,6,360,1
940,941,12,962,2429,78.7295,44.97,G0006,经开区,7945,6,336,2
941,942,26,1463,3503,68.45575,30.01333333,G0024,经开区,6931,6,354,2
942,943,10,836,1794,65.873,33.61466667,G0033,经开区,6634,6,363,1
943,944,10,782,2844,66.565,36.98566667,G0002,经开区,6737,6,332,2
944,945,13,1039,2346,74.68875,32.01433333,G0014,经开区,7533,6,344,5
945,946,3,293,701,68.00125,34.63666667,G0024,经开区,6935,6,354,2
946,947,8,1138,2874,79.5875,46.18133333,G0006,经开区,8047,6,336,2
947,948,17,1500,3096,81.40475,40.50133333,G0011,经开区,8241,6,341,4
948,949,4,477,1059,72.17725,32.94766667,G0018,经开区,7333,6,348,2
949,950,8,1106,2455,74.57675,39.90533333,G0017,经开区,7540,6,347,4
950,951,3,341,1100,80.08125,41.50899999999999,G0008,经开区,8142,6,338,1
951,952,7,452,1644,66.8035,35.66866667,G0002,经开区,6736,6,332,2
952,953,10,1676,3460,81.69800000000001,47.22766667,G0011,经开区,8248,6,341,4
953,954,10,706,1457,82.76325,41.12466667,G0011,经开区,8342,6,341,4
954,955,2,259,698,67.83575,37.15166667,G0028,经开区,6838,6,358,2
955,956,2,376,1004,80.3915,43.32866667,G0042,经开区,8144,6,372,1
956,957,19,1221,2822,65.79525,31.756999999999998,G0001,经开区,6632,6,331,4
957,958,10,651,1504,65.98625,34.74033333,G0001,经开区,6635,6,331,4
958,959,22,1779,4015,74.44875,33.205999999999996,G0014,经开区,7534,6,344,5
959,960,14,1533,3375,78.4925,45.11033333,G0016,经开区,7946,6,346,4
960,961,2,251,580,66.56625,33.24933333,G0001,经开区,6734,6,331,4
961,962,3,460,1228,83.05725,43.45733333,G0010,经开区,8444,6,340,9
962,963,2,147,376,77.4855,29.285999999999998,G0019,经开区,7830,6,349,5
963,964,6,674,1372,74.57675,39.90533333,G0017,经开区,7540,6,347,4
964,965,26,1370,3017,74.432,41.09266667,G0016,经开区,7542,6,346,4
965,966,17,1366,3649,82.8455,42.669,G0010,经开区,8343,6,340,9
966,967,7,598,1218,77.0035,42.14333333,G0017,经开区,7843,6,347,4
967,968,3,281,650,66.81575,31.60066667,G0001,经开区,6732,6,331,4
968,969,9,707,1904,67.68025,29.39666667,G0028,经开区,6830,6,358,2
969,970,7,852,1876,78.4925,45.11033333,G0016,经开区,7946,6,346,4
970,971,7,709,1437,65.71600000000001,36.27066667,G0036,经开区,6637,6,366,3
971,972,6,718,1456,68.6825,28.43433333,G0036,经开区,6929,6,366,3
972,973,2,246,657,83.6285,44.30166667,G0010,经开区,8445,6,340,9
973,974,4,506,1297,78.07125,32.70133333,G0019,经开区,7933,6,349,5
974,975,3,227,607,82.65475,41.606,G0010,经开区,8342,6,340,9
975,976,4,311,830,82.12225,41.132,G0010,经开区,8342,6,340,9
976,977,6,380,879,65.06775,31.43433333,G0035,经开区,6632,6,365,1
977,978,4,319,852,82.57525,42.115,G0010,经开区,8343,6,340,9
978,979,2,459,935,74.2425,34.58366667,G0017,经开区,7535,6,347,4
979,980,4,597,1335,71.48275,32.95166667,G0037,经开区,7233,6,367,5
980,981,16,1262,3371,84.50575,42.37433333,G0010,经开区,8543,6,340,9
981,982,8,456,1181,65.095,30.35333333,G0034,经开区,6631,6,364,6
982,983,10,432,951,75.87675,42.99,G0016,经开区,7643,6,346,4
983,984,21,1040,2117,74.8555,39.23166667,G0037,经开区,7540,6,367,5
984,985,2,359,791,76.58,43.90633333,G0019,经开区,7744,6,349,5
985,986,2,392,877,73.015,27.62,G0037,经开区,7428,6,367,5
986,987,4,559,1138,73.7315,35.231,G0037,经开区,7436,6,367,5
987,988,5,437,978,72.25275,35.40266667,G0026,经开区,7336,6,356,9
988,989,3,260,582,74.1505,33.08766667,G0025,经开区,7534,6,355,3
989,990,2,125,326,73.918,42.958,G0005,经开区,7443,6,335,3
990,991,4,233,597,75.781,42.19166667,G0019,经开区,7643,6,349,5
991,992,13,1172,2419,76.65775,41.20333333,G0040,经开区,7742,6,370,4
992,993,1,151,403,82.73200000000001,43.37266667,G0010,经开区,8344,6,340,9
993,994,1,61,139,65.81775,30.250999999999998,G0003,经开区,6631,6,333,1
994,995,4,265,592,75.4705,35.132,G0025,经开区,7636,6,355,3
995,996,1,132,268,67.734,28.97633333,G0036,经开区,6829,6,366,3
996,997,1,166,337,67.3905,36.21966667,G0027,经开区,6837,6,357,9
997,998,3,269,602,70.7445,32.17133333,G0027,经开区,7133,6,357,9
998,999,4,459,1376,71.5015,34.68566667,G0026,经开区,7235,6,356,9
999,1000,1,466,962,77.98375,31.51733333,G0040,经开区,7832,6,370,4
1000,1001,21,5445,13930,82.03425,48.617,G0022,经开区,8349,6,352,1
1001,1002,1,277,657,76.112,29.95333333,G0023,经开区,7730,6,353,2
1002,1003,4,577,1729,74.0845,33.626,G0026,经开区,7534,6,356,9
1003,1004,5,371,766,77.26525,41.15266667,G0040,经开区,7842,6,370,4
1004,1005,3,163,422,66.72475,31.816999999999997,G0034,经开区,6732,6,364,6
1005,1006,2,241,497,76.42,35.67166667,G0040,经开区,7736,6,370,4
1006,1007,2,673,1742,65.4955,37.86933333,G0034,经开区,6638,6,364,6
1007,1008,2,303,784,66.02975,37.30733333,G0034,经开区,6738,6,364,6
1008,1009,1,92,338,68.72075,36.724000000000004,G0027,经开区,6937,6,357,9
1009,1010,1,120,441,68.89325,36.35366667,G0027,经开区,6937,6,357,9
1010,1011,16,1238,3111,82.6255,46.20866667,G0020,经开区,8347,6,350,1
1011,1012,7,376,982,76.6855,43.403999999999996,G0005,经开区,7744,6,335,3
1012,1013,1,520,1204,82.09975,43.47733333,G0004,经开区,8344,6,334,1
1013,1014,1,47,122,65.992,35.62633333,G0034,经开区,6636,6,364,6
1014,1015,2,177,651,70.07125,34.866,G0027,经开区,7135,6,357,9
1015,1016,4,438,987,83.985,41.53566667,G0021,经开区,8442,6,351,1
1016,1017,4,125,459,66.82625,37.733000000000004,G0027,经开区,6738,6,357,9
1017,1018,1,207,620,72.67775,35.55766667,G0026,经开区,7336,6,356,9
1018,1019,3,385,799,75.212,38.22466667,G0023,经开区,7639,6,353,2
1019,1020,3,63,164,65.643,32.93633333,G0034,经开区,6633,6,364,6
1020,1021,8,850,2220,75.86075,41.115,G0005,经开区,7642,6,335,3
1021,1022,3,194,507,75.6265,42.79600000000001,G0041,经开区,7643,6,371,1
1022,1023,7,251,518,76.9665,42.8,G0039,经开区,7743,6,369,4
1023,1024,5,423,1268,73.533,39.33833333,G0026,经开区,7440,6,356,9
1024,1025,6,390,822,80.22175,47.475,G0009,经开区,8148,6,339,1
1025,1026,2,177,651,70.13225,35.47533333,G0027,经开区,7136,6,357,9
1026,1027,1,44,162,67.84875,36.70766667,G0027,经开区,6837,6,357,9
1027,1028,1,312,843,82.32975,42.80366667,G0013,经开区,8343,6,343,1
1028,1029,5,193,422,74.20975,38.95833333,G0026,经开区,7539,6,356,9
1029,1030,1,125,374,73.5365,35.60033333,G0026,经开区,7436,6,356,9
1030,1031,1,526,1086,76.6115,38.22266667,G0039,经开区,7739,6,369,4
1031,1032,1,208,623,74.6545,33.67533333,G0026,经开区,7534,6,356,9
1032,1033,3,263,543,79.829,43.50833333,G0039,经开区,8044,6,369,4
1033,1034,1,99,205,76.2895,42.028999999999996,G0039,经开区,7743,6,369,4
1034,1035,1,112,336,72.9355,34.84666667,G0026,经开区,7335,6,356,9
1035,1036,1,128,471,67.47125,35.76866667,G0027,经开区,6836,6,357,9
1036,1037,8,1534,3122,80.09525,50.61066667,G0043,经开区,8151,6,373,1
1037,1038,134,4282,12106,42.766999999999996,27.90233333,F0021,长春新区(高新),4328,5,322,2
1038,1039,23,5023,14147,39.61025,9.523,F0011,长春新区(高新),4010,5,312,1
1039,1040,36,4846,10750,39.7005,12.01,F0008,长春新区(高新),4013,5,309,4
1040,1041,33,3694,8195,40.42825,10.68133333,F0008,长春新区(高新),4111,5,309,4
1041,1042,13,2749,7299,39.726,8.113333333,F0015,长春新区(高新),4009,5,316,1
1042,1043,100,5684,12183,37.02275,24.95233333,F0018,长春新区(高新),3825,5,319,3
1043,1044,23,3265,7243,36.79825,21.026,F0008,长春新区(高新),3722,5,309,4
1044,1045,37,2720,10095,30.11675,11.53033333,F0009,长春新区(高新),3112,5,310,1
1045,1046,30,5747,12148,28.83425,20.264,F0022,长春新区(高新),2921,5,323,3
1046,1047,70,2273,4872,35.99525,27.291,F0018,长春新区(高新),3628,5,319,3
1047,1048,30,1948,4024,46.763000000000005,26.206999999999997,F0003,长春新区(高新),4727,5,304,2
1048,1049,80,3752,8042,34.62325,28.487,F0018,长春新区(高新),3529,5,319,3
1049,1050,22,2505,5225,31.30825,8.086666667000001,F0007,长春新区(高新),3209,5,308,2
1050,1051,90,2874,7076,34.9895,22.34233333,F0020,长春新区(高新),3523,5,321,1
1051,1052,15,2613,5450,32.6205,9.62,F0007,长春新区(高新),3310,5,308,2
1052,1053,20,2939,6212,30.37475,21.28133333,F0022,长春新区(高新),3122,5,323,3
1053,1054,21,1445,3206,31.27175,9.094,F0008,长春新区(高新),3210,5,309,4
