,node,intersectionCount,HouseCount,HomeCount,Population,AreaCode,StreetID,StartCount,FinishNode
5238,5238,7.0,,,,,,13.0,11.0
5239,5239,4.0,,,,,,8.0,8.0
5240,5240,5.0,,,,,,9.0,10.0
5241,5241,6.0,,,,,,10.0,12.0
5242,5242,13.0,,,,,,23.0,25.0
5243,5243,10.0,,,,,,17.0,18.0
5244,5244,7.0,30.0,1829.0,4378.0,0.0,31.0,12.0,11.0
5245,5245,6.0,35.0,1031.0,2390.0,0.0,33.0,10.0,8.0
5246,5246,2.0,,,,,,4.0,4.0
5247,5247,18.0,2.0,840.0,1876.0,0.0,42.0,36.0,36.0
5248,5248,11.0,,,,,,17.0,16.0
5249,5249,1.0,47.0,1995.0,6030.0,0.0,40.0,1.0,1.0
5250,5250,3.0,,,,,,5.0,6.0
5251,5251,,8.0,578.0,1267.0,2.0,150.0,,
5252,5252,,11.0,813.0,1705.0,3.0,197.0,,
5253,5253,,,,,,,,
5254,5254,1.0,,,,,,1.0,1.0
5255,5255,1.0,,,,,,1.0,1.0
5256,5256,1.0,,,,,,2.0,1.0
5257,5257,10.0,,,,,,10.0,11.0
5258,5258,,7.0,467.0,964.0,3.0,214.0,,
5259,5259,,16.0,1078.0,2192.0,3.0,217.0,,
5260,5260,,8.0,596.0,1262.0,2.0,183.0,,
5261,5261,,,,,,,,
5262,5262,1.0,37.0,4171.0,9080.0,2.0,184.0,2.0,1.0
5263,5263,1.0,3.0,227.0,480.0,2.0,183.0,2.0,1.0
5264,5264,,4.0,428.0,1037.0,2.0,190.0,,
5265,5265,,22.0,1157.0,2468.0,2.0,180.0,,
5266,5266,1.0,16.0,1210.0,2692.0,2.0,179.0,2.0,1.0
5267,5267,,11.0,540.0,1202.0,2.0,179.0,,
5268,5268,1.0,21.0,1250.0,3479.0,2.0,191.0,1.0,2.0
5269,5269,,,,,,,,
5270,5270,,,,,,,,
5271,5271,3.0,,,,,,5.0,4.0
5272,5272,,,,,,,,
5273,5273,,,,,,,,
5274,5274,2.0,,,,,,3.0,3.0
5275,5275,,,,,,,,
5276,5276,,,,,,,,
5277,5277,,,,,,,,
5278,5278,,,,,,,,
5279,5279,,,,,,,,
5280,5280,,,,,,,,
5281,5281,,,,,,,,
5282,5282,,,,,,,,
5283,5283,,,,,,,,
5284,5284,,,,,,,,
5285,5285,,,,,,,,
5286,5286,,,,,,,,
5287,5287,,,,,,,,
5288,5288,,,,,,,,
5289,5289,,,,,,,,
5290,5290,,,,,,,,
5291,5291,,,,,,,,
5292,5292,,,,,,,,
5293,5293,,,,,,,,
5294,5294,,,,,,,,
5295,5295,,,,,,,,
5296,5296,,,,,,,,
5297,5297,,,,,,,,
5298,5298,,,,,,,,
5299,5299,,,,,,,,
5300,5300,,,,,,,,
5301,5301,,,,,,,,
5302,5302,,,,,,,,
5303,5303,,,,,,,,
5304,5304,,,,,,,,
5305,5305,1.0,,,,,,2.0,1.0
5306,5306,,,,,,,,
5307,5307,,,,,,,,
5308,5308,,,,,,,,
5309,5309,,,,,,,,
5310,5310,,,,,,,,
5311,5311,1.0,,,,,,1.0,1.0
5312,5312,3.0,,,,,,6.0,6.0
5313,5313,1.0,,,,,,1.0,2.0
5314,5314,2.0,,,,,,3.0,4.0
5315,5315,4.0,9.0,956.0,2058.0,1.0,105.0,8.0,8.0
5316,5316,1.0,9.0,1563.0,3365.0,1.0,105.0,1.0,1.0
5317,5317,2.0,,,,,,3.0,2.0
5318,5318,,,,,,,,
5319,5319,4.0,,,,,,8.0,8.0
5320,5320,6.0,,,,,,12.0,12.0
5321,5321,4.0,,,,,,5.0,6.0
5322,5322,6.0,,,,,,9.0,9.0
5323,5323,,11.0,1963.0,4188.0,1.0,128.0,,
5324,5324,2.0,,,,,,2.0,4.0
5325,5325,2.0,,,,,,2.0,2.0
5326,5326,4.0,,,,,,8.0,5.0
5327,5327,3.0,,,,,,6.0,6.0
5328,5328,,,,,,,,
5329,5329,,18.0,1137.0,3197.0,0.0,27.0,,
5330,5330,1.0,,,,,,2.0,2.0
5331,5331,1.0,,,,,,1.0,1.0
5332,5332,,,,,,,,
5333,5333,4.0,,,,,,4.0,4.0
5334,5334,,,,,,,,
5335,5335,1.0,,,,,,2.0,
5336,5336,7.0,,,,,,13.0,10.0
5337,5337,3.0,,,,,,5.0,4.0
5338,5338,10.0,,,,,,20.0,19.0
5339,5339,7.0,,,,,,14.0,13.0
5340,5340,6.0,,,,,,12.0,11.0
5341,5341,15.0,16.0,1151.0,2450.0,0.0,46.0,27.0,24.0
5342,5342,25.0,67.0,3361.0,8045.0,0.0,31.0,48.0,47.0
5343,5343,9.0,,,,,,16.0,17.0
5344,5344,11.0,,,,,,21.0,22.0
5345,5345,10.0,,,,,,19.0,17.0
5346,5346,17.0,,,,,,33.0,32.0
5347,5347,4.0,41.0,2374.0,5280.0,0.0,33.0,8.0,7.0
5348,5348,1.0,,,,,,2.0,1.0
5349,5349,1.0,,,,,,2.0,1.0
5350,5350,1.0,38.0,1651.0,3689.0,0.0,42.0,3.0,2.0
5351,5351,11.0,17.0,779.0,1925.0,2.0,151.0,15.0,19.0
5352,5352,7.0,7.0,270.0,556.0,2.0,151.0,12.0,12.0
5353,5353,15.0,,,,,,19.0,19.0
5354,5354,4.0,,,,,,8.0,8.0
5355,5355,2.0,,,,,,3.0,3.0
5356,5356,1.0,,,,,,2.0,1.0
5357,5357,11.0,,,,,,20.0,20.0
5358,5358,6.0,,,,,,11.0,11.0
5359,5359,5.0,,,,,,9.0,8.0
5360,5360,6.0,,,,,,11.0,10.0
5361,5361,2.0,,,,,,3.0,3.0
5362,5362,6.0,,,,,,11.0,11.0
5363,5363,,21.0,1389.0,2942.0,2.0,183.0,,
5364,5364,2.0,10.0,948.0,2042.0,2.0,180.0,3.0,3.0
5365,5365,,,,,,,,
5366,5366,,14.0,993.0,2186.0,2.0,179.0,,
5367,5367,5.0,,,,,,8.0,7.0
5368,5368,2.0,11.0,708.0,1971.0,2.0,191.0,4.0,4.0
5369,5369,2.0,,,,,,3.0,4.0
5370,5370,1.0,,,,,,2.0,1.0
5371,5371,,,,,,,,
5372,5372,,,,,,,,
5373,5373,,,,,,,,
5374,5374,,,,,,,,
5375,5375,2.0,,,,,,2.0,2.0
5376,5376,2.0,,,,,,2.0,2.0
5377,5377,,,,,,,,
5378,5378,,,,,,,,
5379,5379,,,,,,,,
5380,5380,,,,,,,,
5381,5381,,,,,,,,
5382,5382,1.0,,,,,,2.0,
5383,5383,1.0,,,,,,1.0,1.0
5384,5384,,,,,,,,
5385,5385,,,,,,,,
5386,5386,,,,,,,,
5387,5387,,,,,,,,
5388,5388,,,,,,,,
5389,5389,,,,,,,,
5390,5390,,,,,,,,
5391,5391,,,,,,,,
5392,5392,,,,,,,,
5393,5393,,,,,,,,
5394,5394,,,,,,,,
5395,5395,,,,,,,,
5396,5396,,,,,,,,
5397,5397,,,,,,,,
5398,5398,,,,,,,,
5399,5399,,,,,,,,
5400,5400,,,,,,,,
5401,5401,,,,,,,,
5402,5402,,,,,,,,
5403,5403,1.0,,,,,,1.0,1.0
5404,5404,,,,,,,,
5405,5405,,,,,,,,
5406,5406,,,,,,,,
5407,5407,,,,,,,,
5408,5408,,,,,,,,
5409,5409,2.0,,,,,,3.0,4.0
5410,5410,,,,,,,,
5411,5411,6.0,,,,,,5.0,8.0
5412,5412,5.0,,,,,,8.0,8.0
5413,5413,,,,,,,,
5414,5414,2.0,12.0,1310.0,2821.0,1.0,105.0,1.0,3.0
5415,5415,4.0,8.0,583.0,1256.0,1.0,105.0,7.0,7.0
5416,5416,4.0,14.0,1725.0,3714.0,1.0,105.0,7.0,6.0
5417,5417,1.0,,,,,,1.0,1.0
5418,5418,,,,,,,,
5419,5419,6.0,,,,,,8.0,8.0
5420,5420,2.0,,,,,,3.0,4.0
5421,5421,,,,,,,,
5422,5422,4.0,,,,,,7.0,6.0
5423,5423,3.0,,,,,,5.0,6.0
5424,5424,2.0,,,,,,3.0,2.0
5425,5425,1.0,,,,,,1.0,1.0
5426,5426,1.0,27.0,2474.0,5115.0,1.0,97.0,2.0,1.0
5427,5427,3.0,19.0,910.0,1885.0,0.0,8.0,4.0,5.0
5428,5428,,,,,,,,
5429,5429,,,,,,,,
5430,5430,1.0,7.0,856.0,2259.0,0.0,29.0,2.0,1.0
5431,5431,4.0,29.0,1813.0,3662.0,0.0,64.0,6.0,6.0
5432,5432,1.0,,,,,,1.0,2.0
5433,5433,5.0,,,,,,8.0,9.0
5434,5434,2.0,,,,,,3.0,3.0
5435,5435,,,,,,,,
5436,5436,3.0,,,,,,3.0,6.0
5437,5437,1.0,9.0,425.0,958.0,0.0,14.0,2.0,1.0
5438,5438,4.0,,,,,,6.0,8.0
5439,5439,3.0,25.0,1132.0,3574.0,0.0,22.0,6.0,6.0
5440,5440,2.0,87.0,3286.0,7024.0,0.0,18.0,4.0,4.0
5441,5441,8.0,56.0,2329.0,5592.0,0.0,18.0,16.0,14.0
5442,5442,14.0,59.0,2769.0,6387.0,0.0,31.0,27.0,26.0
5443,5443,3.0,,,,,,4.0,5.0
5444,5444,9.0,,,,,,13.0,15.0
5445,5445,8.0,,,,,,14.0,12.0
5446,5446,20.0,6.0,544.0,1473.0,0.0,36.0,36.0,38.0
5447,5447,11.0,39.0,2449.0,8023.0,0.0,37.0,17.0,19.0
5448,5448,3.0,79.0,2101.0,4501.0,0.0,34.0,5.0,5.0
5449,5449,,,,,,,,
5450,5450,3.0,,,,,,6.0,3.0
5451,5451,9.0,,,,,,17.0,17.0
5452,5452,7.0,4.0,552.0,1285.0,2.0,149.0,13.0,13.0
5453,5453,3.0,5.0,367.0,855.0,2.0,149.0,5.0,4.0
5454,5454,5.0,,,,,,8.0,7.0
5455,5455,1.0,,,,,,2.0,1.0
5456,5456,,5.0,529.0,1246.0,2.0,156.0,,
5457,5457,8.0,12.0,2747.0,6351.0,2.0,155.0,10.0,13.0
5458,5458,6.0,,,,,,9.0,9.0
5459,5459,7.0,,,,,,14.0,12.0
5460,5460,5.0,,,,,,8.0,8.0
5461,5461,,,,,,,,
5462,5462,,,,,,,,
5463,5463,,,,,,,,
5464,5464,,,,,,,,
5465,5465,,,,,,,,
5466,5466,,,,,,,,
5467,5467,,7.0,552.0,1228.0,2.0,179.0,,
5468,5468,1.0,3.0,354.0,788.0,2.0,179.0,1.0,1.0
5469,5469,,27.0,1996.0,4853.0,2.0,189.0,,
5470,5470,,,,,,,,
5471,5471,,,,,,,,
5472,5472,,,,,,,,
5473,5473,,30.0,2658.0,6744.0,2.0,192.0,,
5474,5474,,,,,,,,
5475,5475,8.0,,,,,,12.0,12.0
5476,5476,,,,,,,,
5477,5477,,,,,,,,
5478,5478,,,,,,,,
5479,5479,,,,,,,,
5480,5480,1.0,,,,,,2.0,
5481,5481,2.0,,,,,,2.0,3.0
5482,5482,3.0,,,,,,5.0,4.0
5483,5483,1.0,,,,,,1.0,1.0
5484,5484,,,,,,,,
5485,5485,,,,,,,,
5486,5486,,,,,,,,
5487,5487,,,,,,,,
5488,5488,,,,,,,,
5489,5489,,,,,,,,
5490,5490,,,,,,,,
5491,5491,,,,,,,,
5492,5492,,,,,,,,
5493,5493,,,,,,,,
5494,5494,,,,,,,,
5495,5495,,,,,,,,
5496,5496,,,,,,,,
5497,5497,,,,,,,,
5498,5498,,,,,,,,
5499,5499,,,,,,,,
5500,5500,,,,,,,,
5501,5501,,,,,,,,
5502,5502,,,,,,,,
5503,5503,,,,,,,,
5504,5504,,,,,,,,
5505,5505,,,,,,,,
5506,5506,,,,,,,,
5507,5507,,,,,,,,
5508,5508,,,,,,,,
5509,5509,,,,,,,,
5510,5510,,,,,,,,
5511,5511,,,,,,,,
5512,5512,,,,,,,,
5513,5513,4.0,,,,,,5.0,5.0
5514,5514,,,,,,,,
5515,5515,3.0,,,,,,5.0,6.0
5516,5516,,18.0,1198.0,2535.0,1.0,105.0,,
5517,5517,,,,,,,,
5518,5518,1.0,,,,,,1.0,1.0
5519,5519,7.0,,,,,,9.0,10.0
5520,5520,6.0,,,,,,12.0,12.0
5521,5521,,,,,,,,
5522,5522,9.0,,,,,,14.0,14.0
5523,5523,8.0,,,,,,14.0,15.0
5524,5524,1.0,,,,,,2.0,1.0
5525,5525,7.0,6.0,220.0,630.0,1.0,101.0,13.0,13.0
5526,5526,3.0,4.0,291.0,586.0,1.0,104.0,5.0,6.0
5527,5527,7.0,5.0,399.0,804.0,1.0,104.0,11.0,10.0
5528,5528,4.0,9.0,610.0,1229.0,1.0,104.0,7.0,5.0
5529,5529,,7.0,548.0,1446.0,0.0,29.0,,
5530,5530,3.0,,,,,,6.0,6.0
5531,5531,5.0,26.0,1286.0,2796.0,0.0,29.0,9.0,8.0
5532,5532,2.0,2.0,94.0,190.0,0.0,64.0,1.0,3.0
5533,5533,11.0,,,,,,21.0,22.0
5534,5534,4.0,,,,,,6.0,4.0
5535,5535,,,,,,,,
5536,5536,3.0,24.0,1157.0,2399.0,0.0,23.0,5.0,5.0
5537,5537,2.0,24.0,1590.0,3297.0,0.0,23.0,2.0,4.0
5538,5538,16.0,15.0,782.0,2470.0,0.0,22.0,27.0,31.0
5539,5539,15.0,,,,,,28.0,30.0
5540,5540,10.0,157.0,6831.0,16415.0,0.0,21.0,19.0,18.0
5541,5541,10.0,42.0,1707.0,3808.0,0.0,32.0,18.0,18.0
5542,5542,28.0,9.0,428.0,944.0,0.0,4.0,51.0,53.0
5543,5543,2.0,,,,,,4.0,3.0
5544,5544,8.0,13.0,281.0,858.0,0.0,6.0,16.0,14.0
5545,5545,16.0,,,,,,24.0,25.0
5546,5546,18.0,,,,,,30.0,27.0
5547,5547,14.0,19.0,3609.0,12234.0,0.0,34.0,27.0,27.0
5548,5548,22.0,,,,,,38.0,39.0
5549,5549,6.0,,,,,,11.0,11.0
5550,5550,11.0,,,,,,20.0,20.0
5551,5551,5.0,14.0,1508.0,4886.0,2.0,147.0,9.0,10.0
5552,5552,13.0,,,,,,19.0,19.0
5553,5553,9.0,15.0,835.0,2632.0,2.0,147.0,13.0,13.0
5554,5554,6.0,1.0,378.0,1049.0,2.0,146.0,8.0,8.0
5555,5555,4.0,3.0,480.0,1333.0,2.0,146.0,7.0,8.0
5556,5556,12.0,,,,,,23.0,22.0
5557,5557,,,,,,,,
5558,5558,9.0,,,,,,16.0,16.0
5559,5559,10.0,,,,,,18.0,13.0
5560,5560,10.0,,,,,,16.0,19.0
5561,5561,7.0,3.0,448.0,923.0,2.0,170.0,12.0,13.0
5562,5562,5.0,9.0,575.0,1184.0,2.0,170.0,10.0,10.0
5563,5563,2.0,5.0,235.0,484.0,2.0,170.0,2.0,4.0
5564,5564,4.0,,,,,,7.0,8.0
5565,5565,4.0,,,,,,8.0,6.0
5566,5566,1.0,,,,,,2.0,1.0
5567,5567,5.0,,,,,,9.0,8.0
5568,5568,,29.0,2065.0,4660.0,2.0,189.0,,
5569,5569,,7.0,672.0,1705.0,2.0,192.0,,
5570,5570,,,,,,,,
5571,5571,,,,,,,,
5572,5572,,,,,,,,
5573,5573,,,,,,,,
5574,5574,,,,,,,,
5575,5575,,,,,,,,
5576,5576,,,,,,,,
5577,5577,,,,,,,,
5578,5578,,,,,,,,
5579,5579,,,,,,,,
5580,5580,7.0,,,,,,9.0,9.0
5581,5581,5.0,,,,,,5.0,9.0
5582,5582,4.0,,,,,,5.0,5.0
5583,5583,,,,,,,,
5584,5584,,,,,,,,
5585,5585,,,,,,,,
5586,5586,4.0,,,,,,4.0,4.0
5587,5587,,,,,,,,
5588,5588,,,,,,,,
5589,5589,,,,,,,,
5590,5590,,,,,,,,
5591,5591,,,,,,,,
5592,5592,,,,,,,,
5593,5593,,,,,,,,
5594,5594,,,,,,,,
5595,5595,,,,,,,,
5596,5596,,,,,,,,
5597,5597,,,,,,,,
5598,5598,,,,,,,,
5599,5599,,,,,,,,
5600,5600,,,,,,,,
5601,5601,,,,,,,,
5602,5602,,,,,,,,
5603,5603,,,,,,,,
5604,5604,,,,,,,,
5605,5605,,,,,,,,
5606,5606,,,,,,,,
5607,5607,,,,,,,,
5608,5608,2.0,,,,,,2.0,2.0
5609,5609,,,,,,,,
5610,5610,,,,,,,,
5611,5611,,,,,,,,
5612,5612,2.0,,,,,,2.0,3.0
5613,5613,3.0,,,,,,4.0,2.0
5614,5614,3.0,,,,,,4.0,3.0
5615,5615,3.0,,,,,,4.0,4.0
5616,5616,2.0,,,,,,4.0,3.0
5617,5617,3.0,,,,,,4.0,5.0
5618,5618,3.0,,,,,,4.0,4.0
5619,5619,13.0,,,,,,18.0,17.0
5620,5620,4.0,,,,,,8.0,8.0
5621,5621,,,,,,,,
5622,5622,3.0,,,,,,6.0,5.0
5623,5623,2.0,,,,,,3.0,3.0
5624,5624,,,,,,,,
5625,5625,,,,,,,,
5626,5626,,4.0,233.0,667.0,1.0,101.0,,
5627,5627,3.0,46.0,4348.0,9200.0,1.0,97.0,4.0,4.0
5628,5628,,,,,,,,
5629,5629,,,,,,,,
5630,5630,,,,,,,,
5631,5631,,47.0,2079.0,5487.0,0.0,29.0,,
5632,5632,,12.0,265.0,535.0,0.0,64.0,,
5633,5633,,7.0,223.0,509.0,0.0,25.0,,
5634,5634,,,,,,,,
5635,5635,,21.0,755.0,2434.0,0.0,30.0,,
5636,5636,,,,,,,,
5637,5637,,,,,,,,
5638,5638,3.0,25.0,1868.0,3859.0,0.0,19.0,5.0,5.0
5639,5639,3.0,44.0,2357.0,4869.0,0.0,19.0,5.0,4.0
5640,5640,1.0,3.0,582.0,1202.0,0.0,19.0,2.0,2.0
5641,5641,2.0,84.0,2040.0,7821.0,0.0,20.0,4.0,3.0
5642,5642,6.0,74.0,2532.0,5628.0,0.0,32.0,12.0,11.0
5643,5643,,45.0,2166.0,4832.0,0.0,32.0,,
5644,5644,1.0,,,,,,2.0,1.0
5645,5645,1.0,,,,,,1.0,2.0
5646,5646,6.0,31.0,1335.0,3615.0,0.0,36.0,8.0,12.0
5647,5647,9.0,,,,,,18.0,15.0
5648,5648,7.0,27.0,1205.0,2645.0,0.0,34.0,11.0,14.0
5649,5649,13.0,,,,,,25.0,21.0
5650,5650,6.0,,,,,,12.0,13.0
5651,5651,7.0,,,,,,12.0,13.0
5652,5652,12.0,12.0,853.0,1959.0,2.0,142.0,23.0,23.0
5653,5653,2.0,,,,,,3.0,3.0
5654,5654,3.0,,,,,,6.0,4.0
5655,5655,,,,,,,,
5656,5656,4.0,3.0,1547.0,3602.0,2.0,149.0,8.0,6.0
5657,5657,,,,,,,,
5658,5658,8.0,3.0,236.0,491.0,2.0,157.0,12.0,12.0
5659,5659,4.0,,,,,,6.0,7.0
5660,5660,5.0,13.0,970.0,2407.0,2.0,169.0,8.0,8.0
5661,5661,2.0,36.0,2201.0,4968.0,2.0,155.0,3.0,3.0
5662,5662,2.0,6.0,263.0,574.0,2.0,170.0,4.0,4.0
5663,5663,2.0,6.0,280.0,577.0,2.0,170.0,3.0,3.0
5664,5664,1.0,,,,,,2.0,2.0
5665,5665,2.0,,,,,,3.0,4.0
5666,5666,1.0,,,,,,2.0,2.0
5667,5667,3.0,,,,,,4.0,5.0
5668,5668,2.0,,,,,,3.0,3.0
5669,5669,2.0,,,,,,2.0,2.0
5670,5670,,,,,,,,
5671,5671,2.0,,,,,,2.0,2.0
5672,5672,,,,,,,,
5673,5673,2.0,,,,,,4.0,3.0
5674,5674,,,,,,,,
5675,5675,1.0,,,,,,2.0,1.0
5676,5676,,,,,,,,
5677,5677,2.0,,,,,,3.0,2.0
5678,5678,2.0,,,,,,2.0,2.0
5679,5679,1.0,,,,,,1.0,1.0
5680,5680,,,,,,,,
5681,5681,,,,,,,,
5682,5682,,,,,,,,
5683,5683,,,,,,,,
5684,5684,1.0,,,,,,,2.0
5685,5685,,,,,,,,
5686,5686,,,,,,,,
5687,5687,,,,,,,,
5688,5688,,,,,,,,
5689,5689,,,,,,,,
5690,5690,,,,,,,,
5691,5691,,,,,,,,
5692,5692,,,,,,,,
5693,5693,,,,,,,,
5694,5694,,,,,,,,
5695,5695,,,,,,,,
5696,5696,,,,,,,,
5697,5697,,,,,,,,
5698,5698,,,,,,,,
5699,5699,,,,,,,,
5700,5700,,,,,,,,
5701,5701,,,,,,,,
5702,5702,,,,,,,,
5703,5703,,,,,,,,
5704,5704,,,,,,,,
5705,5705,,,,,,,,
5706,5706,,,,,,,,
5707,5707,,,,,,,,
5708,5708,,,,,,,,
5709,5709,1.0,,,,,,1.0,2.0
5710,5710,,,,,,,,
5711,5711,3.0,,,,,,5.0,3.0
5712,5712,,,,,,,,
5713,5713,,,,,,,,
5714,5714,2.0,,,,,,2.0,2.0
5715,5715,2.0,,,,,,4.0,2.0
5716,5716,1.0,,,,,,,2.0
5717,5717,1.0,,,,,,1.0,2.0
5718,5718,,,,,,,,
5719,5719,7.0,,,,,,11.0,10.0
5720,5720,1.0,,,,,,1.0,2.0
5721,5721,2.0,,,,,,4.0,4.0
5722,5722,2.0,,,,,,3.0,3.0
5723,5723,,,,,,,,
5724,5724,,,,,,,,
5725,5725,,4.0,289.0,583.0,1.0,129.0,,
5726,5726,,,,,,,,
5727,5727,3.0,4.0,343.0,905.0,1.0,116.0,3.0,4.0
5728,5728,2.0,,,,,,3.0,3.0
5729,5729,2.0,,,,,,3.0,3.0
5730,5730,1.0,,,,,,2.0,1.0
5731,5731,,14.0,944.0,2552.0,1.0,70.0,,
5732,5732,,29.0,1211.0,2991.0,0.0,57.0,,
5733,5733,,,,,,,,
5734,5734,,10.0,632.0,2038.0,1.0,117.0,,
5735,5735,,,,,,,,
5736,5736,,8.0,426.0,1374.0,1.0,117.0,,
5737,5737,,,,,,,,
5738,5738,,3.0,309.0,638.0,0.0,19.0,,
5739,5739,,,,,,,,
5740,5740,2.0,38.0,1965.0,4018.0,1.0,86.0,3.0,3.0
5741,5741,2.0,6.0,817.0,1882.0,1.0,115.0,4.0,4.0
5742,5742,12.0,18.0,862.0,1995.0,1.0,119.0,24.0,24.0
5743,5743,2.0,,,,,,4.0,3.0
5744,5744,6.0,,,,,,10.0,12.0
5745,5745,4.0,,,,,,5.0,5.0
5746,5746,6.0,,,,,,10.0,11.0
5747,5747,5.0,,,,,,7.0,10.0
5748,5748,5.0,4.0,935.0,3553.0,0.0,3.0,9.0,10.0
5749,5749,4.0,,,,,,5.0,8.0
5750,5750,5.0,,,,,,9.0,8.0
5751,5751,15.0,1.0,97.0,252.0,2.0,144.0,23.0,22.0
5752,5752,9.0,,,,,,17.0,16.0
5753,5753,2.0,,,,,,2.0,4.0
5754,5754,,,,,,,,
5755,5755,8.0,,,,,,10.0,9.0
5756,5756,2.0,,,,,,3.0,4.0
5757,5757,,,,,,,,
5758,5758,1.0,15.0,1065.0,2452.0,2.0,157.0,2.0,1.0
5759,5759,2.0,6.0,413.0,921.0,2.0,171.0,4.0,2.0
5760,5760,2.0,6.0,390.0,905.0,2.0,168.0,3.0,3.0
5761,5761,,4.0,332.0,750.0,2.0,171.0,,
5762,5762,2.0,15.0,1330.0,3033.0,2.0,171.0,3.0,3.0
5763,5763,2.0,,,,,,3.0,3.0
5764,5764,1.0,,,,,,2.0,2.0
5765,5765,1.0,,,,,,1.0,2.0
5766,5766,,,,,,,,
5767,5767,22.0,,,,,,25.0,27.0
5768,5768,1.0,,,,,,2.0,1.0
5769,5769,,,,,,,,
5770,5770,,,,,,,,
5771,5771,,,,,,,,
5772,5772,,,,,,,,
5773,5773,,,,,,,,
5774,5774,,,,,,,,
5775,5775,5.0,,,,,,8.0,9.0
5776,5776,,,,,,,,
5777,5777,,,,,,,,
5778,5778,,,,,,,,
5779,5779,,,,,,,,
5780,5780,,,,,,,,
5781,5781,,,,,,,,
5782,5782,,,,,,,,
5783,5783,,,,,,,,
5784,5784,,,,,,,,
5785,5785,,,,,,,,
5786,5786,,,,,,,,
5787,5787,,,,,,,,
5788,5788,,,,,,,,
5789,5789,,,,,,,,
5790,5790,,,,,,,,
5791,5791,,,,,,,,
5792,5792,,,,,,,,
5793,5793,,,,,,,,
5794,5794,,,,,,,,
5795,5795,,,,,,,,
5796,5796,,,,,,,,
5797,5797,,,,,,,,
5798,5798,,,,,,,,
5799,5799,,,,,,,,
5800,5800,,,,,,,,
5801,5801,,,,,,,,
5802,5802,,,,,,,,
5803,5803,,,,,,,,
5804,5804,,,,,,,,
5805,5805,,,,,,,,
5806,5806,,,,,,,,
5807,5807,,,,,,,,
5808,5808,,,,,,,,
5809,5809,,,,,,,,
5810,5810,,,,,,,,
5811,5811,1.0,,,,,,,2.0
5812,5812,1.0,,,,,,1.0,1.0
5813,5813,5.0,,,,,,6.0,6.0
5814,5814,,,,,,,,
5815,5815,,,,,,,,
5816,5816,,6.0,866.0,1848.0,1.0,128.0,,
5817,5817,,,,,,,,
5818,5818,4.0,,,,,,5.0,5.0
5819,5819,13.0,,,,,,15.0,16.0
5820,5820,5.0,,,,,,6.0,7.0
5821,5821,5.0,,,,,,9.0,10.0
5822,5822,5.0,,,,,,10.0,8.0
5823,5823,2.0,,,,,,3.0,4.0
5824,5824,,,,,,,,
5825,5825,,,,,,,,
5826,5826,,,,,,,,
5827,5827,7.0,,,,,,10.0,11.0
5828,5828,1.0,,,,,,2.0,1.0
5829,5829,2.0,13.0,768.0,2105.0,1.0,70.0,3.0,2.0
5830,5830,2.0,11.0,1520.0,4166.0,1.0,70.0,4.0,4.0
5831,5831,7.0,7.0,500.0,1370.0,1.0,70.0,10.0,9.0
5832,5832,4.0,,,,,,6.0,6.0
5833,5833,4.0,,,,,,4.0,4.0
5834,5834,1.0,,,,,,1.0,1.0
5835,5835,,,,,,,,
5836,5836,,,,,,,,
5837,5837,,,,,,,,
5838,5838,1.0,,,,,,2.0,1.0
5839,5839,,46.0,2535.0,5586.0,0.0,4.0,,
5840,5840,1.0,49.0,2148.0,6283.0,0.0,7.0,1.0,2.0
5841,5841,2.0,15.0,823.0,1881.0,1.0,113.0,4.0,4.0
5842,5842,7.0,8.0,608.0,1499.0,0.0,6.0,14.0,12.0
5843,5843,6.0,31.0,1883.0,5873.0,1.0,75.0,9.0,9.0
5844,5844,2.0,5.0,434.0,1128.0,1.0,108.0,5.0,3.0
5845,5845,3.0,,,,,,5.0,4.0
5846,5846,7.0,12.0,803.0,2998.0,1.0,107.0,12.0,12.0
5847,5847,7.0,55.0,3334.0,7172.0,1.0,112.0,12.0,12.0
5848,5848,7.0,48.0,2538.0,8121.0,0.0,0.0,11.0,11.0
5849,5849,4.0,7.0,1405.0,3400.0,2.0,137.0,7.0,7.0
5850,5850,4.0,4.0,428.0,1521.0,1.0,109.0,8.0,6.0
5851,5851,9.0,4.0,875.0,2009.0,2.0,142.0,14.0,18.0
5852,5852,13.0,,,,,,24.0,21.0
5853,5853,3.0,4.0,418.0,1545.0,2.0,145.0,4.0,3.0
5854,5854,6.0,,,,,,9.0,9.0
5855,5855,16.0,,,,,,20.0,21.0
5856,5856,9.0,,,,,,13.0,12.0
5857,5857,5.0,9.0,581.0,1349.0,2.0,168.0,8.0,7.0
5858,5858,4.0,3.0,281.0,746.0,2.0,153.0,6.0,9.0
5859,5859,1.0,,,,,,2.0,1.0
5860,5860,2.0,23.0,2674.0,6572.0,2.0,160.0,4.0,4.0
5861,5861,1.0,,,,,,2.0,1.0
5862,5862,2.0,,,,,,4.0,4.0
5863,5863,2.0,27.0,1771.0,5006.0,2.0,171.0,4.0,2.0
5864,5864,4.0,18.0,687.0,1566.0,2.0,171.0,7.0,5.0
5865,5865,3.0,20.0,762.0,2775.0,2.0,165.0,3.0,4.0
5866,5866,5.0,5.0,624.0,2272.0,2.0,165.0,8.0,9.0
5867,5867,4.0,,,,,,5.0,4.0
5868,5868,,,,,,,,
